Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Publication Stage,Open Access,Source,EID
"Kazmi S.M.A., Dang T.N., Yaqoob I., Manzoor A., Hussain R., Khan A., Hong C.S., Salah K.","56783838600;57188865186;56045308100;57200272286;35324500900;16679109100;56623778200;35617663600;","A Novel Contract Theory-Based Incentive Mechanism for Cooperative Task-Offloading in Electrical Vehicular Networks",2021,"IEEE Transactions on Intelligent Transportation Systems",,,,"","",,2,"10.1109/TITS.2021.3078913","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107177887&doi=10.1109%2fTITS.2021.3078913&partnerID=40&md5=6896e49e99a4f113081a37e565524f9f","Department of Computer Science and Creative Technologies, University of the West of England, Bristol BS16 1QY, U.K., and also with the Department of Computer Science and Engineering, Kyung Hee University, Yongin 446-701, South Korea.; Department of Computer Science and Engineering, Kyung Hee University, Yongin-si 17104, South Korea.; Department of Electrical Engineering and Computer Science, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates.; Institute of Information Security and Cyber-Physical System, Networks and Blockchain Lab, Innopolis University, 420500 Innopolis, Russia.; Institute of Data Science and Artificial Intelligence, Machine Learning and Knowledge Representation Laboratory, Innopolis University, 420500 Innopolis, Russia.; Department of Computer Science and Engineering, Kyung Hee University, Yongin-si 17104, South Korea (e-mail: cshong@khu.ac.kr)","Kazmi, S.M.A., Department of Computer Science and Creative Technologies, University of the West of England, Bristol BS16 1QY, U.K., and also with the Department of Computer Science and Engineering, Kyung Hee University, Yongin 446-701, South Korea.; Dang, T.N., Department of Computer Science and Engineering, Kyung Hee University, Yongin-si 17104, South Korea.; Yaqoob, I., Department of Electrical Engineering and Computer Science, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates.; Manzoor, A., Department of Computer Science and Engineering, Kyung Hee University, Yongin-si 17104, South Korea.; Hussain, R., Institute of Information Security and Cyber-Physical System, Networks and Blockchain Lab, Innopolis University, 420500 Innopolis, Russia.; Khan, A., Institute of Data Science and Artificial Intelligence, Machine Learning and Knowledge Representation Laboratory, Innopolis University, 420500 Innopolis, Russia.; Hong, C.S., Department of Computer Science and Engineering, Kyung Hee University, Yongin-si 17104, South Korea (e-mail: cshong@khu.ac.kr); Salah, K., Department of Electrical Engineering and Computer Science, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates.",Article,"Article in Press","",Scopus,2-s2.0-85107177887
"Imbugwa G.B., Mazzara M.","57221395702;8557895400;","Towards a Secure Smart Parking Solution for Business Entities",2021,"Lecture Notes in Networks and Systems","227",,,"469","478",,1,"10.1007/978-3-030-75078-7_47","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106449146&doi=10.1007%2f978-3-030-75078-7_47&partnerID=40&md5=0d70a5e46a23702d08773f95d8c1dfdf","Innopolis University, Innopolis, Russian Federation","Imbugwa, G.B., Innopolis University, Innopolis, Russian Federation; Mazzara, M., Innopolis University, Innopolis, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85106449146
"Atif F., Rodriguez M., Araújo L.J.P., Amartiwi U., Akinsanya B.J., Mazzara M.","57213145511;57224830085;57194583034;57213143037;57219758793;8557895400;","A Survey on Data Science Techniques for Predicting Software Defects",2021,"Lecture Notes in Networks and Systems","227",,,"298","309",,2,"10.1007/978-3-030-75078-7_31","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106422731&doi=10.1007%2f978-3-030-75078-7_31&partnerID=40&md5=eea3b90c60f7df2957d0bf95a6d9c70e","Innopolis University, Republic of Tatarstan, Innopolis, Russian Federation","Atif, F., Innopolis University, Republic of Tatarstan, Innopolis, Russian Federation; Rodriguez, M., Innopolis University, Republic of Tatarstan, Innopolis, Russian Federation; Araújo, L.J.P., Innopolis University, Republic of Tatarstan, Innopolis, Russian Federation; Amartiwi, U., Innopolis University, Republic of Tatarstan, Innopolis, Russian Federation; Akinsanya, B.J., Innopolis University, Republic of Tatarstan, Innopolis, Russian Federation; Mazzara, M., Innopolis University, Republic of Tatarstan, Innopolis, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85106422731
"Salem H., Mazzara M., Elnaffar S.","57212008716;8557895400;8723952700;","Automatically Injecting Semantic Annotations into Online Articles",2021,"Lecture Notes in Networks and Systems","227",,,"617","624",,,"10.1007/978-3-030-75078-7_61","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106419407&doi=10.1007%2f978-3-030-75078-7_61&partnerID=40&md5=8cc90c6a0b67af24f3f2d9d0aa7e5fcc","Innopolis University, Republic of Tatarstan, Russian Federation; American University in the Emirates, Dubai, United Arab Emirates","Salem, H., Innopolis University, Republic of Tatarstan, Russian Federation; Mazzara, M., Innopolis University, Republic of Tatarstan, Russian Federation; Elnaffar, S., American University in the Emirates, Dubai, United Arab Emirates",Conference Paper,"Final","",Scopus,2-s2.0-85106419407
"Megha S., Salem H., Ayan E., Mazzara M., Aslam H., Farina M., Bahrami M.R., Ahmad M.","57216589339;57212008716;57221393505;8557895400;57193924846;40661326300;57197731584;55232255600;","Survey on Blockchain Applications for Healthcare: Reflections and Challenges",2021,"Lecture Notes in Networks and Systems","227",,,"310","322",,,"10.1007/978-3-030-75078-7_32","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106416182&doi=10.1007%2f978-3-030-75078-7_32&partnerID=40&md5=f1bbf014c6c5b0911ce92b177ad17353","Lab of Software and Service Engineering, Innopolis University, Innopolis, Russian Federation","Megha, S., Lab of Software and Service Engineering, Innopolis University, Innopolis, Russian Federation; Salem, H., Lab of Software and Service Engineering, Innopolis University, Innopolis, Russian Federation; Ayan, E., Lab of Software and Service Engineering, Innopolis University, Innopolis, Russian Federation; Mazzara, M., Lab of Software and Service Engineering, Innopolis University, Innopolis, Russian Federation; Aslam, H., Lab of Software and Service Engineering, Innopolis University, Innopolis, Russian Federation; Farina, M., Lab of Software and Service Engineering, Innopolis University, Innopolis, Russian Federation; Bahrami, M.R., Lab of Software and Service Engineering, Innopolis University, Innopolis, Russian Federation; Ahmad, M., Lab of Software and Service Engineering, Innopolis University, Innopolis, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85106416182
"Bahrami M.R.","57197731584;","Modeling of Movement of Electrical Transmission Line Robot Inspector Through Bond Graph",2021,"Lecture Notes in Mechanical Engineering",,,,"657","664",,,"10.1007/978-3-030-54814-8_76","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106203279&doi=10.1007%2f978-3-030-54814-8_76&partnerID=40&md5=f898872685c66bc1caf1c1148c6cffe5","Innopolis University, 1, Universitetskaya St., Innopolis, 420500, Russian Federation","Bahrami, M.R., Innopolis University, 1, Universitetskaya St., Innopolis, 420500, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85106203279
"Bahrami M.R.","57197731584;","Modeling of Motion of Electrical Transmission Line Robot Inspector",2021,"Lecture Notes in Mechanical Engineering",,,,"841","850",,,"10.1007/978-3-030-54814-8_97","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85106145121&doi=10.1007%2f978-3-030-54814-8_97&partnerID=40&md5=db0f90c631b190e2311b04e1609d7cfc","Innopolis University, 1, Universitetskaya St, Innopolis, 420500, Russian Federation","Bahrami, M.R., Innopolis University, 1, Universitetskaya St, Innopolis, 420500, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85106145121
"Ciancarini P., Farina M., Masyagin S., Succi G., Yermolaieva S., Zagvozkina N.","7004218817;40661326300;57205682636;7004757466;57212244943;57218227694;","Root Causes of Interaction Issues in Agile Software Development Teams: Status and Perspectives",2021,"Advances in Intelligent Systems and Computing","1364 AISC",,,"1017","1036",,2,"10.1007/978-3-030-73103-8_74","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105950736&doi=10.1007%2f978-3-030-73103-8_74&partnerID=40&md5=f75f9b1598d94f3d06fc5a7c47b36613","University of Bologna, Bologna, Italy; Innopolis University, Innopolis, Russian Federation","Ciancarini, P., University of Bologna, Bologna, Italy, Innopolis University, Innopolis, Russian Federation; Farina, M., Innopolis University, Innopolis, Russian Federation; Masyagin, S., Innopolis University, Innopolis, Russian Federation; Succi, G., Innopolis University, Innopolis, Russian Federation; Yermolaieva, S., Innopolis University, Innopolis, Russian Federation; Zagvozkina, N., Innopolis University, Innopolis, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85105950736
"Komolov S., Ibrahim Y.Y., Mazzara M.","57219963221;57222815355;8557895400;","TeleML: Deploying Trained Machine Learning Models in Cross-Platform Applications",2021,"Lecture Notes in Networks and Systems","226 LNNS",,,"333","344",,,"10.1007/978-3-030-75075-6_27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105941683&doi=10.1007%2f978-3-030-75075-6_27&partnerID=40&md5=b55af51a276e2944da0760dff647d061","Innopolis University, Innopolis, Russian Federation","Komolov, S., Innopolis University, Innopolis, Russian Federation; Ibrahim, Y.Y., Innopolis University, Innopolis, Russian Federation; Mazzara, M., Innopolis University, Innopolis, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85105941683
"Ciancarini P., Farina M., Masyagin S., Succi G., Yermolaieva S., Zagvozkina N.","7004218817;40661326300;57205682636;7004757466;57212244943;57218227694;","Non Verbal Communication in Software Engineering-An Empirical Study",2021,"IEEE Access","9",,"9416658","71942","71953",,5,"10.1109/ACCESS.2021.3075983","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105037346&doi=10.1109%2fACCESS.2021.3075983&partnerID=40&md5=58058daa81347b77a996ffd0c18aec5c","Department of Computer Science and Engineering, University of Bologna, Bologna, 40126, Italy; Humanities Lab, Faculty of Humanities and Social Sciences, Innopolis University, Innopolis, 420500, Russian Federation; Faculty of Computer Science and Engineering, Innopolis University, Innopolis, 420500, Russian Federation","Ciancarini, P., Department of Computer Science and Engineering, University of Bologna, Bologna, 40126, Italy; Farina, M., Humanities Lab, Faculty of Humanities and Social Sciences, Innopolis University, Innopolis, 420500, Russian Federation; Masyagin, S., Faculty of Computer Science and Engineering, Innopolis University, Innopolis, 420500, Russian Federation; Succi, G., Faculty of Computer Science and Engineering, Innopolis University, Innopolis, 420500, Russian Federation; Yermolaieva, S., Faculty of Computer Science and Engineering, Innopolis University, Innopolis, 420500, Russian Federation; Zagvozkina, N., Faculty of Computer Science and Engineering, Innopolis University, Innopolis, 420500, Russian Federation",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85105037346
"Ivanin V., Artemova E., Batura T., Ivanov V., Sarkisyan V., Tutubalina E., Smurov I.","57219553433;57219525287;22333805300;57195101229;57214241722;56441621500;56292341700;","RuREBus: A Case Study of Joint Named Entity Recognition and Relation Extraction from E-Government Domain",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12602 LNCS",,,"19","27",,,"10.1007/978-3-030-72610-2_2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104807259&doi=10.1007%2f978-3-030-72610-2_2&partnerID=40&md5=1d49d8efe2b900f02f9e0a990121e883","ABBYY, Milpitas, United States; Moscow Institute of Physics and Technology, Dolgoprudny, Russian Federation; National Research University Higher School of Economics, Moscow, Russian Federation; Novosibirsk State University, Novosibirsk, Russian Federation; Innopolis University, Innopolis, Russian Federation; Kazan Federal University, Kazan, Russian Federation; Lomonosov Moscow State University, Moscow, Russian Federation","Ivanin, V., ABBYY, Milpitas, United States, Moscow Institute of Physics and Technology, Dolgoprudny, Russian Federation; Artemova, E., National Research University Higher School of Economics, Moscow, Russian Federation; Batura, T., Novosibirsk State University, Novosibirsk, Russian Federation, Lomonosov Moscow State University, Moscow, Russian Federation; Ivanov, V., Innopolis University, Innopolis, Russian Federation, Lomonosov Moscow State University, Moscow, Russian Federation; Sarkisyan, V., National Research University Higher School of Economics, Moscow, Russian Federation; Tutubalina, E., Kazan Federal University, Kazan, Russian Federation, Lomonosov Moscow State University, Moscow, Russian Federation; Smurov, I., ABBYY, Milpitas, United States, Moscow Institute of Physics and Technology, Dolgoprudny, Russian Federation",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85104807259
"Muratova A., Mitrofanova E., Islam R.","57021469000;57021862500;57204511939;","Comparison of Machine Learning Methods for Life Trajectory Analysis in Demography",2021,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","12672 LNAI",,,"630","642",,,"10.1007/978-3-030-73280-6_50","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104770512&doi=10.1007%2f978-3-030-73280-6_50&partnerID=40&md5=03eeb25e99fc982813303bf29ffc0fc7","National Research University Higher School of Economics, Moscow, Russian Federation; Innopolis University, Innopolis, Russian Federation","Muratova, A., National Research University Higher School of Economics, Moscow, Russian Federation; Mitrofanova, E., National Research University Higher School of Economics, Moscow, Russian Federation; Islam, R., National Research University Higher School of Economics, Moscow, Russian Federation, Innopolis University, Innopolis, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85104770512
"Akinsanya B.J., Araújo L.J.P., Charikova M., Gimaeva S., Grichshenko A., Khan A., Mazzara M., Ozioma Okonicha N., Shilintsev D.","57219758793;57194583034;57211155307;57217089949;57217088924;16679109100;8557895400;57219760171;57219763307;","Machine Learning and Value Generation in Software Development: A Survey",2021,"Communications in Computer and Information Science","1288 CCIS",,,"44","55",,1,"10.1007/978-3-030-71472-7_3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104706606&doi=10.1007%2f978-3-030-71472-7_3&partnerID=40&md5=f0f51cc9757790efa2753cecce766670","Innopolis University, Innopolis, 420500, Russian Federation","Akinsanya, B.J., Innopolis University, Innopolis, 420500, Russian Federation; Araújo, L.J.P., Innopolis University, Innopolis, 420500, Russian Federation; Charikova, M., Innopolis University, Innopolis, 420500, Russian Federation; Gimaeva, S., Innopolis University, Innopolis, 420500, Russian Federation; Grichshenko, A., Innopolis University, Innopolis, 420500, Russian Federation; Khan, A., Innopolis University, Innopolis, 420500, Russian Federation; Mazzara, M., Innopolis University, Innopolis, 420500, Russian Federation; Ozioma Okonicha, N., Innopolis University, Innopolis, 420500, Russian Federation; Shilintsev, D., Innopolis University, Innopolis, 420500, Russian Federation",Conference Paper,"Final","All Open Access, Green",Scopus,2-s2.0-85104706606
